,datetime,holiday,workingday,temp,atemp,humidity,windspeed,hour,date,date_newyear_num,count,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
43,2011-01-02 20:00:00,0,0,12.3,13.635,39,23.9994,20,2011-01-02,1,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44,2011-01-02 21:00:00,0,0,10.66,11.365,44,22.0028,21,2011-01-02,1,31,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,2011-01-02 22:00:00,0,0,9.84,10.605,44,19.9995,22,2011-01-02,1,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,2011-01-02 23:00:00,0,0,9.02,11.365,47,11.0014,23,2011-01-02,1,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47,2011-01-03 00:00:00,0,1,9.02,9.85,44,23.9994,0,2011-01-03,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48,2011-01-03 01:00:00,0,1,8.2,8.335,44,27.9993,1,2011-01-03,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
49,2011-01-03 04:00:00,0,1,6.56,6.82,47,26.0027,4,2011-01-03,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,2011-01-03 05:00:00,0,1,6.56,6.82,47,19.0012,5,2011-01-03,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51,2011-01-03 06:00:00,0,1,5.74,5.305,50,26.0027,6,2011-01-03,2,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
52,2011-01-03 07:00:00,0,1,5.74,6.82,50,12.998,7,2011-01-03,2,64,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,2011-01-03 08:00:00,0,1,5.74,6.06,50,19.0012,8,2011-01-03,2,154,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,2011-01-03 09:00:00,0,1,6.56,6.82,43,26.0027,9,2011-01-03,2,88,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
55,2011-01-03 10:00:00,0,1,7.38,8.335,43,16.9979,10,2011-01-03,2,44,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56,2011-01-03 11:00:00,0,1,8.2,9.09,40,22.0028,11,2011-01-03,2,51,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
57,2011-01-03 12:00:00,0,1,9.02,10.605,35,19.9995,12,2011-01-03,2,61,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
58,2011-01-03 13:00:00,0,1,9.84,10.605,35,19.0012,13,2011-01-03,2,61,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59,2011-01-03 14:00:00,0,1,10.66,12.12,30,19.0012,14,2011-01-03,2,77,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,2011-01-03 15:00:00,0,1,10.66,12.12,30,16.9979,15,2011-01-03,2,72,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
61,2011-01-03 16:00:00,0,1,10.66,12.12,30,16.9979,16,2011-01-03,2,76,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62,2011-01-03 17:00:00,0,1,9.84,11.365,30,15.0013,17,2011-01-03,2,157,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
63,2011-01-03 18:00:00,0,1,9.84,12.88,32,7.0015,18,2011-01-03,2,157,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
64,2011-01-03 19:00:00,0,1,8.2,12.88,47,0.0,19,2011-01-03,2,110,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
65,2011-01-03 20:00:00,0,1,8.2,11.365,47,7.0015,20,2011-01-03,2,52,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
66,2011-01-03 21:00:00,0,1,7.38,9.85,64,8.9981,21,2011-01-03,2,52,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
67,2011-01-03 22:00:00,0,1,5.74,7.575,69,8.9981,22,2011-01-03,2,20,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
68,2011-01-03 23:00:00,0,1,7.38,10.605,55,7.0015,23,2011-01-03,2,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
69,2011-01-04 00:00:00,0,1,6.56,9.09,55,7.0015,0,2011-01-04,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70,2011-01-04 01:00:00,0,1,6.56,9.09,59,7.0015,1,2011-01-04,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
71,2011-01-04 02:00:00,0,1,5.74,7.575,63,8.9981,2,2011-01-04,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
72,2011-01-04 04:00:00,0,1,5.74,9.09,63,6.0032,4,2011-01-04,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
73,2011-01-04 05:00:00,0,1,4.92,7.575,68,7.0015,5,2011-01-04,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
74,2011-01-04 06:00:00,0,1,4.92,7.575,74,7.0015,6,2011-01-04,3,36,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
75,2011-01-04 07:00:00,0,1,4.92,7.575,74,8.9981,7,2011-01-04,3,94,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
76,2011-01-04 08:00:00,0,1,5.74,7.575,69,11.0014,8,2011-01-04,3,179,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
77,2011-01-04 09:00:00,0,1,6.56,7.575,64,15.0013,9,2011-01-04,3,100,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
78,2011-01-04 10:00:00,0,1,6.56,6.82,69,22.0028,10,2011-01-04,3,42,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79,2011-01-04 11:00:00,0,1,9.02,10.605,51,19.9995,11,2011-01-04,3,57,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
80,2011-01-04 12:00:00,0,1,9.02,11.365,51,11.0014,12,2011-01-04,3,78,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
81,2011-01-04 13:00:00,0,1,9.84,11.365,56,12.998,13,2011-01-04,3,97,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
82,2011-01-04 14:00:00,0,1,10.66,12.88,52,15.0013,14,2011-01-04,3,63,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
83,2011-01-04 15:00:00,0,1,11.48,13.635,52,16.9979,15,2011-01-04,3,65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
84,2011-01-04 16:00:00,0,1,12.3,14.395,49,16.9979,16,2011-01-04,3,83,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
85,2011-01-04 17:00:00,0,1,11.48,13.635,48,15.0013,17,2011-01-04,3,212,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
86,2011-01-04 18:00:00,0,1,10.66,12.88,48,12.998,18,2011-01-04,3,182,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
87,2011-01-04 19:00:00,0,1,9.84,12.88,48,7.0015,19,2011-01-04,3,112,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
88,2011-01-04 20:00:00,0,1,9.84,12.88,48,7.0015,20,2011-01-04,3,54,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
89,2011-01-04 21:00:00,0,1,9.02,13.635,64,0.0,21,2011-01-04,3,48,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
90,2011-01-04 22:00:00,0,1,9.02,12.88,64,6.0032,22,2011-01-04,3,35,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
91,2011-01-04 23:00:00,0,1,8.2,11.365,69,6.0032,23,2011-01-04,3,11,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92,2011-01-05 00:00:00,0,1,8.2,12.88,64,0.0,0,2011-01-05,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
93,2011-01-05 01:00:00,0,1,6.56,9.85,74,6.0032,1,2011-01-05,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
94,2011-01-05 02:00:00,0,1,6.56,9.85,74,6.0032,2,2011-01-05,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
95,2011-01-05 04:00:00,0,1,9.84,11.365,48,15.0013,4,2011-01-05,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
96,2011-01-05 05:00:00,0,1,9.02,11.365,47,11.0014,5,2011-01-05,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
97,2011-01-05 06:00:00,0,1,8.2,9.85,47,15.0013,6,2011-01-05,4,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
98,2011-01-05 07:00:00,0,1,7.38,9.09,43,12.998,7,2011-01-05,4,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
99,2011-01-05 08:00:00,0,1,8.2,9.09,40,19.9995,8,2011-01-05,4,195,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
100,2011-01-05 09:00:00,0,1,9.02,9.85,37,22.0028,9,2011-01-05,4,115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
101,2011-01-05 10:00:00,0,1,9.02,9.85,37,22.0028,10,2011-01-05,4,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
102,2011-01-05 11:00:00,0,1,10.66,11.365,33,22.0028,11,2011-01-05,4,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
103,2011-01-05 12:00:00,0,1,10.66,11.365,33,22.0028,12,2011-01-05,4,79,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
104,2011-01-05 13:00:00,0,1,11.48,12.88,30,19.9995,13,2011-01-05,4,71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
105,2011-01-05 14:00:00,0,1,12.3,14.395,28,12.998,14,2011-01-05,4,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
106,2011-01-05 15:00:00,0,1,12.3,14.395,28,12.998,15,2011-01-05,4,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
107,2011-01-05 16:00:00,0,1,12.3,15.91,28,6.0032,16,2011-01-05,4,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108,2011-01-05 17:00:00,0,1,9.84,11.365,38,12.998,17,2011-01-05,4,190,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
109,2011-01-05 18:00:00,0,1,9.84,12.12,38,8.9981,18,2011-01-05,4,169,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110,2011-01-05 19:00:00,0,1,9.84,12.88,38,7.0015,19,2011-01-05,4,132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
111,2011-01-05 20:00:00,0,1,9.02,11.365,47,11.0014,20,2011-01-05,4,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
112,2011-01-05 21:00:00,0,1,8.2,9.85,51,12.998,21,2011-01-05,4,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
113,2011-01-05 22:00:00,0,1,7.38,9.85,55,8.9981,22,2011-01-05,4,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
114,2011-01-05 23:00:00,0,1,8.2,12.88,47,0.0,23,2011-01-05,4,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
115,2011-01-06 00:00:00,0,1,7.38,12.12,55,0.0,0,2011-01-06,5,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
116,2011-01-06 01:00:00,0,1,6.56,11.365,64,0.0,1,2011-01-06,5,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
117,2011-01-06 02:00:00,0,1,6.56,11.365,64,0.0,2,2011-01-06,5,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
118,2011-01-06 04:00:00,0,1,6.56,9.85,64,6.0032,4,2011-01-06,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
119,2011-01-06 05:00:00,0,1,5.74,9.09,69,6.0032,5,2011-01-06,5,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120,2011-01-06 06:00:00,0,1,5.74,8.335,63,7.0015,6,2011-01-06,5,36,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
121,2011-01-06 07:00:00,0,1,6.56,11.365,59,0.0,7,2011-01-06,5,95,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
122,2011-01-06 08:00:00,0,1,6.56,11.365,59,0.0,8,2011-01-06,5,219,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
123,2011-01-06 09:00:00,0,1,7.38,12.12,51,0.0,9,2011-01-06,5,122,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
124,2011-01-06 10:00:00,0,1,8.2,12.88,47,0.0,10,2011-01-06,5,45,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
125,2011-01-06 11:00:00,0,1,9.02,12.88,44,6.0032,11,2011-01-06,5,59,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
126,2011-01-06 12:00:00,0,1,10.66,14.395,35,0.0,12,2011-01-06,5,84,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
127,2011-01-06 13:00:00,0,1,10.66,13.635,35,7.0015,13,2011-01-06,5,67,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
128,2011-01-06 14:00:00,0,1,11.48,13.635,36,11.0014,14,2011-01-06,5,70,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
129,2011-01-06 15:00:00,0,1,11.48,13.635,36,0.0,15,2011-01-06,5,62,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
130,2011-01-06 16:00:00,0,1,10.66,12.88,38,11.0014,16,2011-01-06,5,86,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
131,2011-01-06 17:00:00,0,1,9.02,11.365,51,11.0014,17,2011-01-06,5,172,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
132,2011-01-06 18:00:00,0,1,9.02,11.365,51,8.9981,18,2011-01-06,5,163,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
133,2011-01-06 19:00:00,0,1,9.02,12.88,55,6.0032,19,2011-01-06,5,112,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
134,2011-01-06 20:00:00,0,1,8.2,10.605,51,11.0014,20,2011-01-06,5,69,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
135,2011-01-06 21:00:00,0,1,9.02,10.605,55,15.0013,21,2011-01-06,5,48,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
136,2011-01-06 22:00:00,0,1,9.02,10.605,51,19.0012,22,2011-01-06,5,52,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
137,2011-01-06 23:00:00,0,1,8.2,9.85,59,12.998,23,2011-01-06,5,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
138,2011-01-07 00:00:00,0,1,8.2,9.85,64,12.998,0,2011-01-07,6,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
139,2011-01-07 01:00:00,0,1,8.2,9.85,69,15.0013,1,2011-01-07,6,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
140,2011-01-07 02:00:00,0,1,8.2,9.85,69,15.0013,2,2011-01-07,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
141,2011-01-07 04:00:00,0,1,8.2,10.605,69,8.9981,4,2011-01-07,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
142,2011-01-07 05:00:00,0,1,9.02,13.635,55,0.0,5,2011-01-07,6,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
143,2011-01-07 06:00:00,0,1,8.2,12.88,69,0.0,6,2011-01-07,6,34,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
144,2011-01-07 07:00:00,0,1,8.2,10.605,69,8.9981,7,2011-01-07,6,84,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
145,2011-01-07 08:00:00,0,1,8.2,9.85,51,16.9979,8,2011-01-07,6,210,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
146,2011-01-07 09:00:00,0,1,8.2,9.09,47,19.9995,9,2011-01-07,6,134,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
147,2011-01-07 10:00:00,0,1,9.02,9.85,37,22.0028,10,2011-01-07,6,63,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
148,2011-01-07 11:00:00,0,1,8.2,9.85,40,15.0013,11,2011-01-07,6,67,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
149,2011-01-07 12:00:00,0,1,8.2,9.85,37,16.9979,12,2011-01-07,6,59,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
150,2011-01-07 13:00:00,0,1,8.2,9.09,37,19.0012,13,2011-01-07,6,73,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
151,2011-01-07 14:00:00,0,1,8.2,9.85,40,16.9979,14,2011-01-07,6,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
152,2011-01-07 15:00:00,0,1,8.2,10.605,37,11.0014,15,2011-01-07,6,72,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
153,2011-01-07 16:00:00,0,1,8.2,10.605,37,11.0014,16,2011-01-07,6,87,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
154,2011-01-07 17:00:00,0,1,8.2,12.88,37,0.0,17,2011-01-07,6,187,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
155,2011-01-07 18:00:00,0,1,8.2,11.365,40,6.0032,18,2011-01-07,6,123,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
156,2011-01-07 19:00:00,0,1,6.56,9.85,55,6.0032,19,2011-01-07,6,95,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
157,2011-01-07 20:00:00,0,1,7.38,10.605,47,7.0015,20,2011-01-07,6,51,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
158,2011-01-07 21:00:00,0,1,7.38,9.85,47,8.9981,21,2011-01-07,6,39,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
159,2011-01-07 22:00:00,0,1,7.38,9.85,43,11.0014,22,2011-01-07,6,36,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
160,2011-01-07 23:00:00,0,1,7.38,9.85,51,11.0014,23,2011-01-07,6,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
161,2011-01-08 00:00:00,0,0,7.38,9.85,51,11.0014,0,2011-01-08,7,25,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
162,2011-01-08 01:00:00,0,0,7.38,10.605,55,6.0032,1,2011-01-08,7,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
163,2011-01-08 02:00:00,0,0,7.38,12.12,55,0.0,2,2011-01-08,7,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
164,2011-01-08 03:00:00,0,0,7.38,9.85,55,11.0014,3,2011-01-08,7,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
165,2011-01-08 04:00:00,0,0,7.38,9.85,55,11.0014,4,2011-01-08,7,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
166,2011-01-08 05:00:00,0,0,6.56,8.335,74,11.0014,5,2011-01-08,7,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
167,2011-01-08 06:00:00,0,0,6.56,8.335,74,11.0014,6,2011-01-08,7,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
168,2011-01-08 07:00:00,0,0,6.56,9.09,74,7.0015,7,2011-01-08,7,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
169,2011-01-08 08:00:00,0,0,6.56,9.09,93,7.0015,8,2011-01-08,7,15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
170,2011-01-08 09:00:00,0,0,6.56,9.09,93,7.0015,9,2011-01-08,7,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
171,2011-01-08 10:00:00,0,0,7.38,9.85,80,11.0014,10,2011-01-08,7,61,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
172,2011-01-08 11:00:00,0,0,8.2,9.09,69,26.0027,11,2011-01-08,7,62,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
173,2011-01-08 12:00:00,0,0,8.2,9.09,59,23.9994,12,2011-01-08,7,98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
174,2011-01-08 13:00:00,0,0,8.2,9.09,44,22.0028,13,2011-01-08,7,102,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
175,2011-01-08 14:00:00,0,0,8.2,8.335,32,32.9975,14,2011-01-08,7,95,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
176,2011-01-08 15:00:00,0,0,8.2,8.335,32,30.0026,15,2011-01-08,7,74,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
177,2011-01-08 16:00:00,0,0,7.38,6.82,29,30.0026,16,2011-01-08,7,76,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
